date,open,high,low,close,volume,amount,outstanding_share,turnover
2024-03-27,4.48,4.5,4.35,4.38,1624669.0,7193972.0,308948044.0,0.005258712691510033
2024-03-28,4.32,4.56,4.32,4.5,1968550.0,8793596.0,308948044.0,0.006371783341020279
2024-03-29,4.41,4.5,4.41,4.47,1686388.0,7505215.0,308948044.0,0.005458484145638417
2024-04-01,4.46,4.49,4.44,4.47,1527600.0,6821256.0,308948044.0,0.004944520703940757
2024-04-02,4.47,4.48,4.34,4.39,2419542.0,10638802.0,308948044.0,0.007831549825251524
2024-04-03,4.42,4.61,4.37,4.55,3745553.0,16995782.0,308948044.0,0.012123569230300743
2024-04-08,4.53,4.63,4.49,4.49,1755876.0,7999203.0,308948044.0,0.005683402222802226
2024-04-09,4.46,4.54,4.44,4.5,2064251.0,9273355.0,308948044.0,0.006681547399600951
2024-04-10,4.51,4.51,4.34,4.36,2498851.0,10992471.0,308948044.0,0.008088256418933664
2024-04-11,4.36,4.5,4.31,4.41,1805750.0,7981340.0,308948044.0,0.005844833897054872
2024-04-12,4.4,4.5,4.4,4.43,1074500.0,4777189.0,308948044.0,0.003477931065975611
2024-04-15,4.21,4.34,4.21,4.21,1573950.0,6640873.0,308948044.0,0.005094545929541473
2024-04-16,4.0,4.0,4.0,4.0,278200.0,1112800.0,308948044.0,0.0009004750326239321
2024-04-17,3.8,3.95,3.8,3.8,6592238.0,25207154.0,308948044.0,0.021337691330390814
2024-04-18,3.8,3.83,3.61,3.61,6280337.0,23306616.0,308948044.0,0.02032813323135977
2024-04-19,3.51,3.55,3.43,3.46,6065208.0,20871344.0,308948044.0,0.019631805793209684
2024-04-22,3.51,3.63,3.51,3.6,5622250.0,20337721.0,308948044.0,0.018198043681415896
2024-04-23,3.56,3.65,3.53,3.61,2701881.0,9673499.0,308948044.0,0.00874542193249814
2024-04-24,3.62,3.79,3.62,3.79,2664042.0,10020936.0,308948044.0,0.008622945028258538
2024-04-25,3.88,3.89,3.73,3.82,3380196.0,12825687.0,308948044.0,0.010940985274533733
2024-04-26,3.83,4.01,3.83,4.01,4031800.0,15998038.0,308948044.0,0.013050090713634685
2024-04-29,4.21,4.21,4.21,4.21,1012450.0,4262415.0,308948044.0,0.003277088234292236
2024-04-30,4.29,4.38,4.06,4.24,6846500.0,28892380.0,308948044.0,0.022160684079294574
2024-05-06,4.26,4.26,4.04,4.09,2440550.0,10028589.0,308948044.0,0.007899548313696396
2024-05-07,3.89,4.15,3.89,4.11,2959679.0,11922892.0,308948044.0,0.009579859971536184
2024-05-08,4.11,4.15,4.09,4.13,951790.0,3911744.0,308948044.0,0.003080744540981784
2024-05-09,4.13,4.13,4.03,4.12,1901989.0,7786627.0,308948044.0,0.006156339348761179
2024-05-10,4.12,4.15,4.09,4.13,1984200.0,8169590.0,308948044.0,0.0064224391075931204
2024-05-13,4.11,4.13,4.04,4.13,1736150.0,7073897.0,308948044.0,0.005619553299389071
2024-05-14,4.11,4.15,4.07,4.13,2265100.0,9297400.0,308948044.0,0.007331653473747191
2024-05-15,4.19,4.3,4.12,4.21,3112937.0,13095272.0,308948044.0,0.010075923963448042
2024-05-16,4.22,4.29,4.15,4.24,2712551.0,11460948.0,308948044.0,0.00877995848389317
2024-05-17,4.25,4.39,4.19,4.36,2906150.0,12526055.0,308948044.0,0.009406597829115888
2024-05-20,4.33,4.53,4.33,4.45,4002300.0,17814687.0,308948044.0,0.012954605402842427
2024-05-21,4.45,4.55,4.41,4.55,2774450.0,12445923.0,308948044.0,0.008980312560256895
2024-05-22,4.56,4.63,4.51,4.63,3487100.0,15956209.0,308948044.0,0.01128701109368409
2024-05-23,4.63,4.71,4.53,4.63,3324276.0,15440027.0,308948044.0,0.01075998396675397
2024-05-24,4.6,4.75,4.59,4.7,3048326.0,14320477.0,308948044.0,0.00986679171207182
2024-05-27,4.73,4.73,4.62,4.72,2021061.0,9464199.0,308948044.0,0.006541750431020693
2024-05-28,4.72,4.95,4.7,4.92,3352483.0,16246848.0,308948044.0,0.01085128410782235
2024-05-29,4.93,5.08,4.91,5.0,3520879.0,17604638.0,308948044.0,0.011396346629726517
2024-05-30,4.96,5.08,4.75,4.99,3777416.0,18878462.0,308948044.0,0.01222670307632697
2024-05-31,4.98,5.06,4.95,5.01,2365308.0,11848143.0,308948044.0,0.007656005745742802
2024-06-03,5.02,5.05,4.76,4.85,4527302.0,21922601.0,308948044.0,0.014653926729505367
2024-06-04,4.81,4.89,4.7,4.88,1603650.0,7743126.0,308948044.0,0.005190678598373
2024-06-05,4.88,4.9,4.77,4.78,1340906.0,6482013.0,308948044.0,0.004340231395023818
2024-06-06,4.78,4.78,4.59,4.65,2933753.0,13652165.0,308948044.0,0.009495942948905675
2024-06-07,4.65,4.76,4.57,4.75,1806178.0,8498294.0,308948044.0,0.005846219243258908
2024-06-11,4.78,4.96,4.73,4.96,1279526.0,6251541.0,308948044.0,0.004141557212771996
2024-06-12,4.99,5.07,4.96,4.99,1940276.0,9693356.0,308948044.0,0.0062802663350087435
2024-06-13,4.95,5.0,4.78,4.87,2655565.0,12996090.0,308948044.0,0.008595506757764099
2024-06-14,4.73,4.89,4.73,4.84,1316300.0,6370166.0,308948044.0,0.0042605869354524865
2024-06-17,4.84,4.88,4.77,4.79,1227150.0,5920143.0,308948044.0,0.003972027089448088
2024-06-18,4.8,4.8,4.72,4.75,915050.0,4345977.0,308948044.0,0.0029618248691679694
2024-06-19,4.75,4.8,4.69,4.74,1075000.0,5078309.0,308948044.0,0.003479549461073785
2024-06-20,4.77,4.77,4.62,4.63,1863800.0,8754574.0,308948044.0,0.006032729567952856
2024-06-21,4.73,4.73,4.56,4.61,892500.0,4098195.0,308948044.0,0.0028888352502403286
2024-06-24,4.57,4.61,4.45,4.61,1868100.0,8440056.0,308948044.0,0.006046647765797151
2024-06-25,4.65,4.75,4.61,4.7,1559850.0,7292672.0,308948044.0,0.005048907187772971
2024-06-26,4.6,4.73,4.6,4.72,945350.0,4427549.0,308948044.0,0.003059899612117305
2024-06-27,4.72,4.77,4.6,4.72,1588050.0,7431179.0,308948044.0,0.005140184671309976
2024-06-28,4.73,4.78,4.69,4.74,1157900.0,5501068.0,308948044.0,0.00374787936835101
2024-07-02,4.99,5.21,4.83,5.21,27123496.0,138895457.0,308948044.0,0.08779306594347625
2024-07-03,5.3,5.73,5.22,5.73,37281342.0,211214460.0,308948044.0,0.12067188229228601
2024-07-04,5.39,5.59,5.16,5.16,25885506.0,137998593.0,308948044.0,0.08378595204829975
2024-07-05,5.01,5.42,4.82,5.2,25289607.0,128925424.0,308948044.0,0.08185715200708635
2024-07-08,5.24,5.55,5.18,5.47,20232627.0,108808080.0,308948044.0,0.06548876871995991
2024-07-09,5.39,5.57,5.21,5.41,15002550.0,80399871.0,308948044.0,0.04856010676021629
2024-07-10,5.35,5.35,5.18,5.29,10493327.0,55019024.0,308948044.0,0.0339646979606707
2024-07-11,5.34,5.46,5.23,5.39,9830927.0,52307145.0,308948044.0,0.031820648134609976
2024-07-12,5.34,5.62,5.3,5.32,15003550.0,82066928.0,308948044.0,0.04856334355041264
2024-07-15,5.16,5.29,5.1,5.27,10631750.0,55198964.0,308948044.0,0.034412744170019736
2024-07-16,5.21,5.26,5.12,5.21,5835450.0,30321875.0,308948044.0,0.018888127351277227
2024-07-17,5.2,5.28,5.18,5.2,4662277.0,24303307.0,308948044.0,0.015090812486257398
2024-07-18,5.14,5.29,5.13,5.28,5814427.0,30425865.0,308948044.0,0.01882008031097941
2024-07-19,5.31,5.32,5.12,5.23,5133702.0,26720489.0,308948044.0,0.016616716304570615
2024-07-22,5.22,5.33,5.0,5.29,7038750.0,36802047.0,308948044.0,0.02278295699454242
2024-07-23,5.29,5.38,5.24,5.27,5924300.0,31372332.0,308948044.0,0.01917571616022272
2024-07-24,5.21,5.25,5.12,5.19,4780100.0,24769406.0,308948044.0,0.015472180817561673
2024-07-25,5.19,5.23,5.1,5.1,3688550.0,18991925.0,308948044.0,0.011939062478738334
2024-07-26,5.1,5.2,5.09,5.19,2575900.0,13293015.0,308948044.0,0.008337647866772059
2024-07-29,5.28,5.28,5.03,5.09,4561700.0,23345410.0,308948044.0,0.014765265838679334
2024-07-30,5.09,5.12,5.01,5.04,2556300.0,12892502.0,308948044.0,0.008274206778923644
2024-07-31,5.04,5.1,5.02,5.09,2639100.0,13374467.0,308948044.0,0.008542213007181233
2024-08-01,5.06,5.14,5.06,5.09,1904500.0,9710343.0,308948044.0,0.0061644669289442075
2024-08-02,5.3,5.31,4.85,4.88,10332350.0,51869234.0,308948044.0,0.03344364918523323
2024-08-05,4.63,4.98,4.58,4.8,5449624.0,26313700.0,308948044.0,0.017639289536981177
2024-08-06,4.8,4.84,4.69,4.78,3535400.0,16747272.0,308948044.0,0.011443348060167682
2024-08-07,4.78,4.81,4.73,4.75,1820215.0,8689088.0,308948044.0,0.005891654067245042
